product,year,region,name,unit,technology_destination,electrolyser_capacity_factor
Ammonia,2044,Russia,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Ammonium nitrate,2044,Russia,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Urea,2044,Russia,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Ammonia,2044,Europe,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Ammonium nitrate,2044,Europe,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Urea,2044,Europe,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Ammonia,2044,India,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Ammonium nitrate,2044,India,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Urea,2044,India,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Ammonia,2044,Middle East,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Ammonium nitrate,2044,Middle East,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Urea,2044,Middle East,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Ammonia,2044,Africa,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Ammonium nitrate,2044,Africa,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Urea,2044,Africa,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Ammonia,2044,Latin America,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Ammonium nitrate,2044,Latin America,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Urea,2044,Latin America,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Ammonia,2044,Oceania,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Ammonium nitrate,2044,Oceania,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Urea,2044,Oceania,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Ammonia,2044,Brazil,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Ammonium nitrate,2044,Brazil,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Urea,2044,Brazil,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Ammonia,2044,Saudi Arabia,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Ammonium nitrate,2044,Saudi Arabia,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Urea,2044,Saudi Arabia,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Ammonia,2044,Namibia,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Ammonium nitrate,2044,Namibia,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Urea,2044,Namibia,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Ammonia,2044,Australia,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Ammonium nitrate,2044,Australia,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Urea,2044,Australia,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Ammonia,2044,China,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Ammonium nitrate,2044,China,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Urea,2044,China,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Ammonia,2044,Rest of Asia,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Ammonium nitrate,2044,Rest of Asia,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Urea,2044,Rest of Asia,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Ammonia,2044,North America,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Ammonium nitrate,2044,North America,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Urea,2044,North America,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Ammonia,2044,Russia,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Ammonium nitrate,2044,Russia,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Urea,2044,Russia,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Ammonia,2044,Europe,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Ammonium nitrate,2044,Europe,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Urea,2044,Europe,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Ammonia,2044,India,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Ammonium nitrate,2044,India,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Urea,2044,India,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Ammonia,2044,Middle East,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Ammonium nitrate,2044,Middle East,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Urea,2044,Middle East,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Ammonia,2044,Africa,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Ammonium nitrate,2044,Africa,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Urea,2044,Africa,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Ammonia,2044,Latin America,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Ammonium nitrate,2044,Latin America,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Urea,2044,Latin America,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Ammonia,2044,Oceania,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Ammonium nitrate,2044,Oceania,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Urea,2044,Oceania,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Ammonia,2044,Brazil,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Ammonium nitrate,2044,Brazil,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Urea,2044,Brazil,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Ammonia,2044,Saudi Arabia,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Ammonium nitrate,2044,Saudi Arabia,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Urea,2044,Saudi Arabia,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Ammonia,2044,Namibia,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Ammonium nitrate,2044,Namibia,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Urea,2044,Namibia,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Ammonia,2044,Australia,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Ammonium nitrate,2044,Australia,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Urea,2044,Australia,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Ammonia,2045,China,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.48
Ammonium nitrate,2045,China,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.48
Urea,2045,China,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.48
Ammonia,2045,Rest of Asia,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.45
Ammonium nitrate,2045,Rest of Asia,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.45
Urea,2045,Rest of Asia,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.45
Ammonia,2045,North America,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.42
Ammonium nitrate,2045,North America,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.42
Urea,2045,North America,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.42
Ammonia,2045,Russia,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.46
Ammonium nitrate,2045,Russia,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.46
Urea,2045,Russia,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.46
Ammonia,2045,Europe,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.46
Ammonium nitrate,2045,Europe,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.46
Urea,2045,Europe,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.46
Ammonia,2045,India,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.43000000000000005
Ammonium nitrate,2045,India,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.43000000000000005
Urea,2045,India,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.43000000000000005
Ammonia,2045,Middle East,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.38
Ammonium nitrate,2045,Middle East,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.38
Urea,2045,Middle East,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.38
Ammonia,2045,Africa,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.49
Ammonium nitrate,2045,Africa,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.49
Urea,2045,Africa,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.49
Ammonia,2045,Latin America,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.39
Ammonium nitrate,2045,Latin America,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.39
Urea,2045,Latin America,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.39
Ammonia,2045,Oceania,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.44
Ammonium nitrate,2045,Oceania,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.44
Urea,2045,Oceania,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.44
Ammonia,2045,Brazil,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.5
Ammonium nitrate,2045,Brazil,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.5
Urea,2045,Brazil,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.5
Ammonia,2045,Saudi Arabia,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.56
Ammonium nitrate,2045,Saudi Arabia,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.56
Urea,2045,Saudi Arabia,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.56
Ammonia,2045,Namibia,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.54
Ammonium nitrate,2045,Namibia,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.54
Urea,2045,Namibia,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.54
Ammonia,2045,Australia,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.46
Ammonium nitrate,2045,Australia,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.46
Urea,2045,Australia,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.46
Ammonia,2045,China,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,0.48
Ammonium nitrate,2045,China,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,0.48
Urea,2045,China,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,0.48
Ammonia,2045,Rest of Asia,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,0.45
Ammonium nitrate,2045,Rest of Asia,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,0.45
Urea,2045,Rest of Asia,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,0.45
Ammonia,2045,North America,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,0.42
Ammonium nitrate,2045,North America,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,0.42
Urea,2045,North America,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,0.42
Ammonia,2045,Russia,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,0.46
Ammonium nitrate,2045,Russia,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,0.46
Urea,2045,Russia,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,0.46
Ammonia,2045,Europe,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,0.46
Ammonium nitrate,2045,Europe,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,0.46
Urea,2045,Europe,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,0.46
Ammonia,2045,India,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,0.43000000000000005
Ammonium nitrate,2045,India,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,0.43000000000000005
Urea,2045,India,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,0.43000000000000005
Ammonia,2045,Middle East,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,0.38
Ammonium nitrate,2045,Middle East,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,0.38
Urea,2045,Middle East,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,0.38
Ammonia,2045,Africa,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,0.49
